"No.","Time","Source","Destination","Protocol","Length","Info"
"120","0.978372","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=103 Ack=113 Win=501 Len=0 TSval=1220679001 TSecr=347508199"
"122","0.986375","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=103 Ack=119 Win=501 Len=0 TSval=1220679009 TSecr=347508207"
"124","0.994976","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=103 Ack=125 Win=501 Len=0 TSval=1220679017 TSecr=347508215"
"127","1.002562","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=103 Ack=131 Win=501 Len=0 TSval=1220679025 TSecr=347508223"
"145","1.012810","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=103 Ack=137 Win=501 Len=0 TSval=1220679035 TSecr=347508231"
"160","1.024538","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=103 Ack=143 Win=501 Len=0 TSval=1220679046 TSecr=347508239"
"166","1.027006","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=103 Ack=149 Win=501 Len=0 TSval=1220679049 TSecr=347508247"
"178","1.034618","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=103 Ack=155 Win=501 Len=0 TSval=1220679057 TSecr=347508255"
"196","1.042282","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=103 Ack=161 Win=501 Len=0 TSval=1220679064 TSecr=347508263"
"207","1.051432","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=103 Ack=167 Win=501 Len=0 TSval=1220679073 TSecr=347508271"
"212","1.055282","194.29.146.149","194.29.146.97","TCP","168","cvsup > 39835 [PSH, ACK] Seq=103 Ack=167 Win=501 Len=102 TSval=1220679077 TSecr=347508271"
"225","1.095701","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=177 Win=501 Len=0 TSval=1220679118 TSecr=347508277"
"227","1.095980","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=207 Win=501 Len=0 TSval=1220679118 TSecr=347508317"
"229","1.099066","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=213 Win=501 Len=0 TSval=1220679121 TSecr=347508319"
"232","1.142133","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=219 Win=501 Len=0 TSval=1220679164 TSecr=347508343"
"234","1.143882","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=231 Win=501 Len=0 TSval=1220679166 TSecr=347508363"
"236","1.146527","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=237 Win=501 Len=0 TSval=1220679168 TSecr=347508367"
"238","1.153950","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=243 Win=501 Len=0 TSval=1220679176 TSecr=347508375"
"240","1.168117","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=249 Win=501 Len=0 TSval=1220679190 TSecr=347508387"
"242","1.183484","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=255 Win=501 Len=0 TSval=1220679206 TSecr=347508405"
"244","1.234308","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=261 Win=501 Len=0 TSval=1220679256 TSecr=347508455"
"246","1.242178","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=267 Win=501 Len=0 TSval=1220679264 TSecr=347508463"
"248","1.251637","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=273 Win=501 Len=0 TSval=1220679273 TSecr=347508471"
"250","1.259454","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=279 Win=501 Len=0 TSval=1220679281 TSecr=347508479"
"252","1.266652","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=285 Win=501 Len=0 TSval=1220679288 TSecr=347508487"
"254","1.274198","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=291 Win=501 Len=0 TSval=1220679296 TSecr=347508495"
"257","1.412106","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=205 Ack=297 Win=501 Len=0 TSval=1220679434 TSecr=347508632"
"258","1.500299","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39835 [ACK] Seq=205 Ack=297 Win=501 Len=2896 TSval=1220679522 TSecr=347508632"
"260","1.500559","194.29.146.149","194.29.146.97","TCP","360","cvsup > 39835 [PSH, ACK] Seq=3101 Ack=297 Win=501 Len=294 TSval=1220679522 TSecr=347508632"
"262","1.504715","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=3395 Ack=357 Win=501 Len=0 TSval=1220679527 TSecr=347508726"
"264","1.549351","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=3395 Ack=363 Win=501 Len=0 TSval=1220679571 TSecr=347508768"
"265","1.642323","194.29.146.149","194.29.146.97","TCP","101","cvsup > 39835 [PSH, ACK] Seq=3395 Ack=363 Win=501 Len=35 TSval=1220679664 TSecr=347508768"
"267","1.642904","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=3430 Ack=373 Win=501 Len=0 TSval=1220679665 TSecr=347508864"
"269","1.699063","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=3430 Ack=379 Win=501 Len=0 TSval=1220679721 TSecr=347508920"
"271","1.706453","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=3430 Ack=385 Win=501 Len=0 TSval=1220679729 TSecr=347508928"
"273","1.717441","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=3430 Ack=391 Win=501 Len=0 TSval=1220679739 TSecr=347508936"
"275","1.724452","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=3430 Ack=397 Win=501 Len=0 TSval=1220679747 TSecr=347508944"
"277","1.738905","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=3430 Ack=403 Win=501 Len=0 TSval=1220679761 TSecr=347508960"
"278","1.765522","194.29.146.149","194.29.146.97","TCP","122","cvsup > 39835 [PSH, ACK] Seq=3430 Ack=403 Win=501 Len=56 TSval=1220679788 TSecr=347508960"
"280","1.805605","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=3486 Ack=413 Win=501 Len=0 TSval=1220679828 TSecr=347508987"
"284","1.886431","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=3486 Ack=421 Win=501 Len=0 TSval=1220679908 TSecr=347509107"
"285","1.915899","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39835 [ACK] Seq=3486 Ack=421 Win=501 Len=2896 TSval=1220679938 TSecr=347509107"
"287","1.916112","194.29.146.149","194.29.146.97","TCP","1459","cvsup > 39835 [PSH, ACK] Seq=6382 Ack=421 Win=501 Len=1393 TSval=1220679938 TSecr=347509107"
"289","1.963708","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=7775 Ack=491 Win=501 Len=0 TSval=1220679986 TSecr=347509145"
"358","2.048501","194.29.146.149","194.29.146.97","TCP","514","cvsup > 39835 [PSH, ACK] Seq=7775 Ack=499 Win=501 Len=448 TSval=1220680070 TSecr=347509267"
"379","2.089621","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=8223 Ack=509 Win=501 Len=0 TSval=1220680111 TSecr=347509270"
"381","2.326854","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39835 [ACK] Seq=8223 Ack=509 Win=501 Len=2896 TSval=1220680348 TSecr=347509270"
"383","2.327067","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39835 [ACK] Seq=11119 Ack=509 Win=501 Len=1448 TSval=1220680348 TSecr=347509270"
"384","2.327321","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39835 [ACK] Seq=12567 Ack=509 Win=501 Len=2896 TSval=1220680348 TSecr=347509270"
"385","2.327581","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39835 [ACK] Seq=15463 Ack=509 Win=501 Len=1448 TSval=1220680348 TSecr=347509270"
"387","2.332715","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39835 [ACK] Seq=16911 Ack=509 Win=501 Len=1448 TSval=1220680354 TSecr=347509553"
"388","2.332975","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39835 [ACK] Seq=18359 Ack=509 Win=501 Len=2896 TSval=1220680354 TSecr=347509553"
"390","2.333198","194.29.146.149","194.29.146.97","TCP","2535","cvsup > 39835 [PSH, ACK] Seq=21255 Ack=509 Win=501 Len=2469 TSval=1220680354 TSecr=347509553"
"393","2.355586","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23724 Ack=759 Win=501 Len=0 TSval=1220680378 TSecr=347509576"
"396","2.610606","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23724 Ack=765 Win=501 Len=0 TSval=1220680633 TSecr=347509832"
"398","2.618449","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23724 Ack=771 Win=501 Len=0 TSval=1220680641 TSecr=347509840"
"400","2.626512","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23724 Ack=777 Win=501 Len=0 TSval=1220680649 TSecr=347509848"
"401","2.627407","194.29.146.149","194.29.146.97","TCP","168","cvsup > 39835 [PSH, ACK] Seq=23724 Ack=777 Win=501 Len=102 TSval=1220680649 TSecr=347509848"
"467","2.667636","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23826 Ack=787 Win=501 Len=0 TSval=1220680690 TSecr=347509849"
"469","2.667943","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23826 Ack=817 Win=501 Len=0 TSval=1220680690 TSecr=347509889"
"470","2.669527","194.29.146.149","194.29.146.97","TCP","122","cvsup > 39835 [PSH, ACK] Seq=23826 Ack=817 Win=501 Len=56 TSval=1220680692 TSecr=347509889"
"473","2.709591","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23882 Ack=827 Win=501 Len=0 TSval=1220680732 TSecr=347509891"
"475","2.709875","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23882 Ack=857 Win=501 Len=0 TSval=1220680732 TSecr=347509931"
"477","2.714504","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23882 Ack=863 Win=501 Len=0 TSval=1220680737 TSecr=347509936"
"479","2.722539","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23882 Ack=869 Win=501 Len=0 TSval=1220680745 TSecr=347509944"
"481","2.730475","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23882 Ack=875 Win=501 Len=0 TSval=1220680753 TSecr=347509952"
"483","2.738517","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23882 Ack=881 Win=501 Len=0 TSval=1220680761 TSecr=347509960"
"485","2.746504","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23882 Ack=887 Win=501 Len=0 TSval=1220680769 TSecr=347509968"
"486","2.750396","194.29.146.149","194.29.146.97","TCP","168","cvsup > 39835 [PSH, ACK] Seq=23882 Ack=887 Win=501 Len=102 TSval=1220680772 TSecr=347509968"
"488","2.790892","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=897 Win=501 Len=0 TSval=1220680813 TSecr=347509972"
"490","2.791439","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=927 Win=501 Len=0 TSval=1220680813 TSecr=347510012"
"492","2.794467","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=933 Win=501 Len=0 TSval=1220680817 TSecr=347510016"
"494","2.802536","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=939 Win=501 Len=0 TSval=1220680825 TSecr=347510024"
"496","2.810478","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=945 Win=501 Len=0 TSval=1220680833 TSecr=347510032"
"498","2.818525","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=951 Win=501 Len=0 TSval=1220680841 TSecr=347510040"
"501","2.826468","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=957 Win=501 Len=0 TSval=1220680849 TSecr=347510048"
"503","2.836436","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=963 Win=501 Len=0 TSval=1220680858 TSecr=347510055"
"505","2.843642","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=969 Win=501 Len=0 TSval=1220680866 TSecr=347510063"
"507","2.855000","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=975 Win=501 Len=0 TSval=1220680877 TSecr=347510076"
"509","2.858270","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=981 Win=501 Len=0 TSval=1220680881 TSecr=347510079"
"511","2.866376","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=987 Win=501 Len=0 TSval=1220680889 TSecr=347510087"
"513","2.875808","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=993 Win=501 Len=0 TSval=1220680898 TSecr=347510095"
"515","2.882911","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=999 Win=501 Len=0 TSval=1220680905 TSecr=347510103"
"517","2.890299","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1005 Win=501 Len=0 TSval=1220680913 TSecr=347510111"
"519","2.900936","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1011 Win=501 Len=0 TSval=1220680923 TSecr=347510120"
"521","2.908345","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1017 Win=501 Len=0 TSval=1220680930 TSecr=347510128"
"523","2.916100","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1023 Win=501 Len=0 TSval=1220680938 TSecr=347510136"
"525","2.923860","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1029 Win=501 Len=0 TSval=1220680946 TSecr=347510144"
"527","2.931592","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1035 Win=501 Len=0 TSval=1220680954 TSecr=347510152"
"529","2.939294","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1041 Win=501 Len=0 TSval=1220680961 TSecr=347510160"
"531","2.946929","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1047 Win=501 Len=0 TSval=1220680969 TSecr=347510168"
"533","2.954838","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1053 Win=501 Len=0 TSval=1220680977 TSecr=347510176"
"535","2.962846","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1059 Win=501 Len=0 TSval=1220680985 TSecr=347510184"
"537","2.970738","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1065 Win=501 Len=0 TSval=1220680993 TSecr=347510192"
"539","2.978564","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1071 Win=501 Len=0 TSval=1220681001 TSecr=347510199"
"541","2.988463","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1077 Win=501 Len=0 TSval=1220681010 TSecr=347510207"
"543","2.995643","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1083 Win=501 Len=0 TSval=1220681018 TSecr=347510216"
"545","3.003532","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1089 Win=501 Len=0 TSval=1220681026 TSecr=347510224"
"558","3.010744","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1095 Win=501 Len=0 TSval=1220681033 TSecr=347510232"
"569","3.018955","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1101 Win=501 Len=0 TSval=1220681041 TSecr=347510240"
"580","3.026955","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1107 Win=501 Len=0 TSval=1220681049 TSecr=347510248"
"592","3.034713","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1113 Win=501 Len=0 TSval=1220681057 TSecr=347510256"
"604","3.042935","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1119 Win=501 Len=0 TSval=1220681065 TSecr=347510263"
"618","3.052982","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1125 Win=501 Len=0 TSval=1220681075 TSecr=347510271"
"629","3.060801","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1131 Win=501 Len=0 TSval=1220681083 TSecr=347510279"
"642","3.067983","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1137 Win=501 Len=0 TSval=1220681090 TSecr=347510289"
"645","3.075562","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1143 Win=501 Len=0 TSval=1220681097 TSecr=347510295"
"647","3.083231","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1149 Win=501 Len=0 TSval=1220681105 TSecr=347510303"
"649","3.090410","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1155 Win=501 Len=0 TSval=1220681112 TSecr=347510311"
"653","3.098334","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1161 Win=501 Len=0 TSval=1220681121 TSecr=347510319"
"655","3.106131","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1167 Win=501 Len=0 TSval=1220681128 TSecr=347510327"
"657","3.114900","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1173 Win=501 Len=0 TSval=1220681137 TSecr=347510335"
"659","3.122449","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1179 Win=501 Len=0 TSval=1220681144 TSecr=347510343"
"661","3.130273","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1185 Win=501 Len=0 TSval=1220681153 TSecr=347510351"
"664","3.140881","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1191 Win=501 Len=0 TSval=1220681163 TSecr=347510360"
"666","3.149546","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1197 Win=501 Len=0 TSval=1220681172 TSecr=347510368"
"668","3.154519","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1203 Win=501 Len=0 TSval=1220681177 TSecr=347510376"
"670","3.166381","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1209 Win=501 Len=0 TSval=1220681188 TSecr=347510384"
"672","3.173306","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1215 Win=501 Len=0 TSval=1220681195 TSecr=347510391"
"674","3.180563","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1221 Win=501 Len=0 TSval=1220681202 TSecr=347510399"
"676","3.187770","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1227 Win=501 Len=0 TSval=1220681210 TSecr=347510407"
"678","3.195086","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1233 Win=501 Len=0 TSval=1220681217 TSecr=347510416"
"680","3.202610","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1239 Win=501 Len=0 TSval=1220681225 TSecr=347510424"
"682","3.210634","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1245 Win=501 Len=0 TSval=1220681233 TSecr=347510432"
"684","3.218586","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1251 Win=501 Len=0 TSval=1220681241 TSecr=347510440"
"686","3.226649","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1257 Win=501 Len=0 TSval=1220681249 TSecr=347510448"
"688","3.234934","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1263 Win=501 Len=0 TSval=1220681257 TSecr=347510456"
"690","3.242888","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1269 Win=501 Len=0 TSval=1220681265 TSecr=347510464"
"692","3.251771","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1275 Win=501 Len=0 TSval=1220681274 TSecr=347510472"
"694","3.258577","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1281 Win=501 Len=0 TSval=1220681281 TSecr=347510480"
"696","3.267564","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1287 Win=501 Len=0 TSval=1220681289 TSecr=347510488"
"698","3.274797","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1293 Win=501 Len=0 TSval=1220681297 TSecr=347510496"
"700","3.293078","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1299 Win=501 Len=0 TSval=1220681315 TSecr=347510511"
"702","3.299543","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1305 Win=501 Len=0 TSval=1220681321 TSecr=347510520"
"704","3.340505","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1311 Win=501 Len=0 TSval=1220681363 TSecr=347510560"
"706","3.358783","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1317 Win=501 Len=0 TSval=1220681381 TSecr=347510580"
"708","3.370644","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1323 Win=501 Len=0 TSval=1220681393 TSecr=347510592"
"710","3.378348","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1329 Win=501 Len=0 TSval=1220681401 TSecr=347510599"
"713","3.387340","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1335 Win=501 Len=0 TSval=1220681409 TSecr=347510607"
"715","3.394535","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1341 Win=501 Len=0 TSval=1220681417 TSecr=347510616"
"717","3.402531","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1347 Win=501 Len=0 TSval=1220681425 TSecr=347510624"
"719","3.412844","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1353 Win=501 Len=0 TSval=1220681434 TSecr=347510632"
"721","3.421348","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1359 Win=501 Len=0 TSval=1220681443 TSecr=347510640"
"723","3.427881","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1365 Win=501 Len=0 TSval=1220681450 TSecr=347510648"
"725","3.435741","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1371 Win=501 Len=0 TSval=1220681458 TSecr=347510656"
"727","3.442913","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1377 Win=501 Len=0 TSval=1220681465 TSecr=347510664"
"729","3.450816","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39835 [ACK] Seq=23984 Ack=1383 Win=501 Len=0 TSval=1220681473 TSecr=347510672"
