"No.","Time","Source","Destination","Protocol","Length","Info"
"652","4.218571","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=643 Win=129 Len=0 TSval=1219043374 TSecr=345872534"
"654","4.227157","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=649 Win=129 Len=0 TSval=1219043383 TSecr=345872542"
"656","4.234682","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=655 Win=129 Len=0 TSval=1219043390 TSecr=345872550"
"658","4.242566","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=661 Win=129 Len=0 TSval=1219043398 TSecr=345872558"
"660","4.249994","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=667 Win=129 Len=0 TSval=1219043406 TSecr=345872566"
"662","4.263354","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=673 Win=129 Len=0 TSval=1219043419 TSecr=345872578"
"664","4.266056","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=679 Win=129 Len=0 TSval=1219043422 TSecr=345872582"
"666","4.273952","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=685 Win=129 Len=0 TSval=1219043430 TSecr=345872590"
"668","4.282639","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=691 Win=129 Len=0 TSval=1219043438 TSecr=345872597"
"670","4.289914","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=697 Win=129 Len=0 TSval=1219043446 TSecr=345872605"
"672","4.298843","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=703 Win=129 Len=0 TSval=1219043455 TSecr=345872614"
"674","4.306518","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=709 Win=129 Len=0 TSval=1219043462 TSecr=345872622"
"676","4.314360","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=715 Win=129 Len=0 TSval=1219043470 TSecr=345872630"
"678","4.323201","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=721 Win=129 Len=0 TSval=1219043479 TSecr=345872638"
"680","4.330712","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=727 Win=129 Len=0 TSval=1219043486 TSecr=345872646"
"682","4.338368","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=733 Win=129 Len=0 TSval=1219043494 TSecr=345872653"
"684","4.345985","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=739 Win=129 Len=0 TSval=1219043502 TSecr=345872662"
"686","4.354654","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=745 Win=129 Len=0 TSval=1219043510 TSecr=345872670"
"688","4.362015","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=751 Win=129 Len=0 TSval=1219043518 TSecr=345872678"
"690","4.370659","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=757 Win=129 Len=0 TSval=1219043526 TSecr=345872686"
"692","4.377888","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5583 Ack=763 Win=129 Len=0 TSval=1219043534 TSecr=345872693"
"694","4.395636","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=5583 Ack=769 Win=129 Len=1448 TSval=1219043551 TSecr=345872702"
"696","4.395885","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=7031 Ack=769 Win=129 Len=2896 TSval=1219043551 TSecr=345872702"
"698","4.396136","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=9927 Ack=769 Win=129 Len=2896 TSval=1219043551 TSecr=345872702"
"700","4.396651","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=12823 Ack=775 Win=129 Len=2896 TSval=1219043552 TSecr=345872711"
"702","4.396900","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=15719 Ack=775 Win=129 Len=1448 TSval=1219043552 TSecr=345872711"
"703","4.396912","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=17167 Ack=775 Win=129 Len=1448 TSval=1219043552 TSecr=345872712"
"705","4.397148","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=18615 Ack=775 Win=129 Len=2896 TSval=1219043552 TSecr=345872712"
"706","4.397158","194.29.146.149","194.29.146.97","TCP","522","cvsup > 39745 [PSH, ACK] Seq=21511 Ack=775 Win=129 Len=456 TSval=1219043553 TSecr=345872713"
"708","4.397654","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=21967 Ack=775 Win=129 Len=2896 TSval=1219043553 TSecr=345872713"
"709","4.397917","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=24863 Ack=775 Win=129 Len=2896 TSval=1219043553 TSecr=345872713"
"710","4.398167","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=27759 Ack=775 Win=129 Len=2896 TSval=1219043553 TSecr=345872713"
"711","4.398417","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=30655 Ack=775 Win=129 Len=2896 TSval=1219043553 TSecr=345872713"
"712","4.398671","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=33551 Ack=775 Win=129 Len=1448 TSval=1219043553 TSecr=345872713"
"714","4.401605","194.29.146.149","194.29.146.97","TCP","650","cvsup > 39745 [PSH, ACK] Seq=34999 Ack=775 Win=129 Len=584 TSval=1219043557 TSecr=345872717"
"716","4.446840","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=841 Win=129 Len=0 TSval=1219043602 TSecr=345872721"
"718","4.447405","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=871 Win=129 Len=0 TSval=1219043603 TSecr=345872763"
"720","4.450436","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=877 Win=129 Len=0 TSval=1219043606 TSecr=345872766"
"722","4.457982","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=883 Win=129 Len=0 TSval=1219043614 TSecr=345872774"
"724","4.466863","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=889 Win=129 Len=0 TSval=1219043622 TSecr=345872782"
"726","4.474496","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=895 Win=129 Len=0 TSval=1219043630 TSecr=345872790"
"728","4.481952","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=901 Win=129 Len=0 TSval=1219043638 TSecr=345872798"
"731","4.490296","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=907 Win=129 Len=0 TSval=1219043646 TSecr=345872806"
"733","4.498850","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=913 Win=129 Len=0 TSval=1219043654 TSecr=345872814"
"735","4.506899","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=919 Win=129 Len=0 TSval=1219043662 TSecr=345872822"
"737","4.514485","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=925 Win=129 Len=0 TSval=1219043670 TSecr=345872830"
"739","4.522608","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=931 Win=129 Len=0 TSval=1219043678 TSecr=345872838"
"741","4.530220","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=937 Win=129 Len=0 TSval=1219043686 TSecr=345872846"
"743","4.538747","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=943 Win=129 Len=0 TSval=1219043694 TSecr=345872854"
"745","4.546208","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=949 Win=129 Len=0 TSval=1219043702 TSecr=345872862"
"747","4.554795","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=955 Win=129 Len=0 TSval=1219043710 TSecr=345872870"
"749","4.562173","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=961 Win=129 Len=0 TSval=1219043718 TSecr=345872878"
"751","4.570745","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=967 Win=129 Len=0 TSval=1219043726 TSecr=345872886"
"753","4.578302","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=973 Win=129 Len=0 TSval=1219043734 TSecr=345872894"
"755","4.586816","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=979 Win=129 Len=0 TSval=1219043742 TSecr=345872902"
"757","4.594301","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=985 Win=129 Len=0 TSval=1219043750 TSecr=345872910"
"759","4.602690","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=991 Win=129 Len=0 TSval=1219043758 TSecr=345872918"
"761","4.610109","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=997 Win=129 Len=0 TSval=1219043766 TSecr=345872926"
"763","4.618391","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=1003 Win=129 Len=0 TSval=1219043774 TSecr=345872934"
"765","4.626296","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=35583 Ack=1009 Win=129 Len=0 TSval=1219043782 TSecr=345872942"
"767","4.641873","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=35583 Ack=1015 Win=129 Len=1448 TSval=1219043797 TSecr=345872950"
"769","4.642156","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=37031 Ack=1015 Win=129 Len=2896 TSval=1219043797 TSecr=345872950"
"771","4.642371","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=39927 Ack=1015 Win=129 Len=2896 TSval=1219043797 TSecr=345872950"
"773","4.642623","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=42823 Ack=1015 Win=129 Len=2896 TSval=1219043797 TSecr=345872950"
"775","4.642870","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=45719 Ack=1015 Win=129 Len=2896 TSval=1219043797 TSecr=345872950"
"777","4.643118","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=48615 Ack=1015 Win=129 Len=1448 TSval=1219043797 TSecr=345872950"
"778","4.643123","194.29.146.149","194.29.146.97","TCP","1970","cvsup > 39745 [PSH, ACK] Seq=50063 Ack=1021 Win=129 Len=1904 TSval=1219043798 TSecr=345872958"
"779","4.644158","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=51967 Ack=1021 Win=129 Len=1448 TSval=1219043800 TSecr=345872959"
"780","4.644409","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=53415 Ack=1021 Win=129 Len=2896 TSval=1219043800 TSecr=345872959"
"781","4.644658","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=56311 Ack=1021 Win=129 Len=2896 TSval=1219043800 TSecr=345872959"
"782","4.644907","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=59207 Ack=1021 Win=129 Len=1448 TSval=1219043800 TSecr=345872959"
"784","4.647496","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=60655 Ack=1021 Win=129 Len=1448 TSval=1219043803 TSecr=345872963"
"785","4.647746","194.29.146.149","194.29.146.97","TCP","3093","cvsup > 39745 [PSH, ACK] Seq=62103 Ack=1021 Win=129 Len=3027 TSval=1219043803 TSecr=345872963"
"788","4.691145","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=65130 Ack=1121 Win=129 Len=0 TSval=1219043847 TSecr=345872967"
"790","4.691425","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=65130 Ack=1151 Win=129 Len=0 TSval=1219043847 TSecr=345873007"
"792","4.698395","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=65130 Ack=1157 Win=129 Len=0 TSval=1219043854 TSecr=345873014"
"794","4.706010","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=65130 Ack=1163 Win=129 Len=0 TSval=1219043862 TSecr=345873022"
"796","4.714246","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=65130 Ack=1169 Win=129 Len=0 TSval=1219043870 TSecr=345873030"
"798","4.730785","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=65130 Ack=1175 Win=129 Len=0 TSval=1219043886 TSecr=345873046"
"803","4.738375","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=65130 Ack=1181 Win=129 Len=0 TSval=1219043894 TSecr=345873054"
"822","4.750732","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=65130 Ack=1187 Win=129 Len=0 TSval=1219043906 TSecr=345873063"
"834","4.754872","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=65130 Ack=1193 Win=129 Len=0 TSval=1219043911 TSecr=345873070"
"848","4.763024","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=65130 Ack=1199 Win=129 Len=0 TSval=1219043919 TSecr=345873078"
"858","4.770869","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=65130 Ack=1205 Win=129 Len=0 TSval=1219043926 TSecr=345873086"
"874","4.778253","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=65130 Ack=1211 Win=129 Len=0 TSval=1219043934 TSecr=345873094"
