"No.","Time","Source","Destination","Protocol","Length","Info"
"767","5.944884","194.29.146.15","194.29.146.97","HTTP","611","HTTP/1.1 200 OK  (text/html)"
"770","6.052871","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=40548 Ack=6074 Win=1776 Len=0 TSval=262910911 TSecr=345603613"
"771","6.140554","194.29.146.15","194.29.146.97","HTTP","607","HTTP/1.1 200 OK  (text/html)"
"859","6.249212","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=41089 Ack=6543 Win=1843 Len=0 TSval=262910960 TSecr=345603809"
"862","6.341103","194.29.146.15","194.29.146.97","HTTP","607","HTTP/1.1 200 OK  (text/html)"
"865","6.449677","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=41630 Ack=7012 Win=1910 Len=0 TSval=262911011 TSecr=345604009"
"866","6.550731","194.29.146.15","194.29.146.97","HTTP","607","HTTP/1.1 200 OK  (text/html)"
"869","6.659923","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=42171 Ack=7481 Win=1977 Len=0 TSval=262911063 TSecr=345604220"
"870","6.750641","194.29.146.15","194.29.146.97","HTTP","602","HTTP/1.1 200 OK  (text/html)"
"874","6.859763","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=42707 Ack=7950 Win=2044 Len=0 TSval=262911113 TSecr=345604419"
"878","6.885931","194.29.146.15","194.29.146.97","TCP","66","http > 36073 [FIN, ACK] Seq=1 Ack=2 Win=905 Len=0 TSval=262911120 TSecr=345604446"
"880","6.885965","194.29.146.15","194.29.146.97","TCP","66","http > 36074 [FIN, ACK] Seq=1 Ack=2 Win=905 Len=0 TSval=262911120 TSecr=345604446"
"882","6.886208","194.29.146.15","194.29.146.97","TCP","66","http > 36075 [FIN, ACK] Seq=1 Ack=2 Win=905 Len=0 TSval=262911120 TSecr=345604446"
"884","6.953317","194.29.146.15","194.29.146.97","HTTP","614","HTTP/1.1 200 OK  (text/html)"
"887","7.066910","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=43255 Ack=8419 Win=2111 Len=0 TSval=262911165 TSecr=345604627"
"898","7.161623","194.29.146.15","194.29.146.97","HTTP","626","HTTP/1.1 200 OK  (text/html)"
"976","7.269442","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=43815 Ack=8888 Win=2178 Len=0 TSval=262911215 TSecr=345604829"
"1040","7.360280","194.29.146.15","194.29.146.97","HTTP","609","HTTP/1.1 200 OK  (text/html)"
"1044","7.468252","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=44358 Ack=9357 Win=2245 Len=0 TSval=262911265 TSecr=345605028"
"1046","7.555254","194.29.146.15","194.29.146.97","HTTP","613","HTTP/1.1 200 OK  (text/html)"
"1050","7.666811","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=44905 Ack=9826 Win=2312 Len=0 TSval=262911315 TSecr=345605227"
"1052","7.754575","194.29.146.15","194.29.146.97","HTTP","619","HTTP/1.1 200 OK  (text/html)"
"1055","7.866473","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=45458 Ack=10295 Win=2379 Len=0 TSval=262911365 TSecr=345605426"
"1056","7.954353","194.29.146.15","194.29.146.97","HTTP","626","HTTP/1.1 200 OK  (text/html)"
"1060","8.075248","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=46018 Ack=10764 Win=2446 Len=0 TSval=262911417 TSecr=345605635"
"1078","8.164907","194.29.146.15","194.29.146.97","HTTP","619","HTTP/1.1 200 OK  (text/html)"
"1152","8.278281","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=46571 Ack=11233 Win=2513 Len=0 TSval=262911468 TSecr=345605838"
"1153","8.309494","194.29.146.15","194.29.146.97","TCP","66","http > 36072 [FIN, ACK] Seq=507 Ack=348 Win=972 Len=0 TSval=262911476 TSecr=345600867"
"1156","8.366792","194.29.146.15","194.29.146.97","HTTP","621","HTTP/1.1 200 OK  (text/html)"
"1160","8.474388","194.29.146.15","194.29.146.97","TCP","66","http > 36072 [ACK] Seq=508 Ack=349 Win=972 Len=0 TSval=262911517 TSecr=345606034"
"1161","8.474406","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=47126 Ack=11702 Win=2580 Len=0 TSval=262911517 TSecr=345606035"
"1162","8.564140","194.29.146.15","194.29.146.97","HTTP","611","HTTP/1.1 200 OK  (text/html)"
"1166","8.680876","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=47671 Ack=12171 Win=2647 Len=0 TSval=262911568 TSecr=345606241"
"1167","8.767817","194.29.146.15","194.29.146.97","HTTP","615","HTTP/1.1 200 OK  (text/html)"
"1171","8.878638","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=48220 Ack=12640 Win=2714 Len=0 TSval=262911618 TSecr=345606439"
"1172","8.965694","194.29.146.15","194.29.146.97","HTTP","620","HTTP/1.1 200 OK  (text/html)"
"1176","9.079284","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=48774 Ack=13109 Win=2781 Len=0 TSval=262911668 TSecr=345606639"
"1197","9.171306","194.29.146.15","194.29.146.97","HTTP","621","HTTP/1.1 200 OK  (text/html)"
"1266","9.285350","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=49329 Ack=13578 Win=2848 Len=0 TSval=262911719 TSecr=345606845"
"1267","9.372221","194.29.146.15","194.29.146.97","HTTP","619","HTTP/1.1 200 OK  (text/html)"
"1270","9.485100","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=49882 Ack=14047 Win=2915 Len=0 TSval=262911769 TSecr=345607045"
"1271","9.571500","194.29.146.15","194.29.146.97","HTTP","631","HTTP/1.1 200 OK  (text/html)"
"1275","9.687483","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=50447 Ack=14516 Win=2982 Len=0 TSval=262911820 TSecr=345607247"
"1276","9.774833","194.29.146.15","194.29.146.97","HTTP","615","HTTP/1.1 200 OK  (text/html)"
"1279","9.896478","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=50996 Ack=14985 Win=3049 Len=0 TSval=262911872 TSecr=345607456"
"1280","9.984240","194.29.146.15","194.29.146.97","HTTP","621","HTTP/1.1 200 OK  (text/html)"
"1284","10.098115","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=51551 Ack=15454 Win=3116 Len=0 TSval=262911923 TSecr=345607658"
"1337","10.191767","194.29.146.15","194.29.146.97","HTTP","620","HTTP/1.1 200 OK  (text/html)"
"1375","10.299754","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=52105 Ack=15923 Win=3183 Len=0 TSval=262911973 TSecr=345607860"
"1441","10.386719","194.29.146.15","194.29.146.97","HTTP","624","HTTP/1.1 200 OK  (text/html)"
"1444","10.513747","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=52663 Ack=16392 Win=3250 Len=0 TSval=262912027 TSecr=345608074"
"1445","10.601512","194.29.146.15","194.29.146.97","HTTP","607","HTTP/1.1 200 OK  (text/html)"
"1448","10.715030","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=53204 Ack=16861 Win=3317 Len=0 TSval=262912077 TSecr=345608275"
"1450","10.820159","194.29.146.15","194.29.146.97","HTTP","602","HTTP/1.1 200 OK  (text/html)"
"1453","10.947521","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=53740 Ack=17330 Win=3384 Len=0 TSval=262912135 TSecr=345608507"
"1454","11.034588","194.29.146.15","194.29.146.97","HTTP","615","HTTP/1.1 200 OK  (text/html)"
"1459","11.147770","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=54289 Ack=17799 Win=3451 Len=0 TSval=262912185 TSecr=345608708"
"1547","11.245910","194.29.146.15","194.29.146.97","HTTP","614","HTTP/1.1 200 OK  (text/html)"
"1551","11.370994","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=54837 Ack=18268 Win=3518 Len=0 TSval=262912241 TSecr=345608931"
"1552","11.470552","194.29.146.15","194.29.146.97","HTTP","622","HTTP/1.1 200 OK  (text/html)"
"1556","11.587669","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=55393 Ack=18737 Win=3585 Len=0 TSval=262912295 TSecr=345609147"
"1557","11.675749","194.29.146.15","194.29.146.97","HTTP","622","HTTP/1.1 200 OK  (text/html)"
"1560","11.806399","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=55949 Ack=19206 Win=3652 Len=0 TSval=262912350 TSecr=345609366"
"1561","11.899853","194.29.146.15","194.29.146.97","HTTP","613","HTTP/1.1 200 OK  (text/html)"
"1565","12.015362","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=56496 Ack=19675 Win=3719 Len=0 TSval=262912402 TSecr=345609575"
"1566","12.105478","194.29.146.15","194.29.146.97","HTTP","609","HTTP/1.1 200 OK  (text/html)"
"1656","12.243938","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=57039 Ack=20144 Win=3786 Len=0 TSval=262912459 TSecr=345609804"
"1659","12.332261","194.29.146.15","194.29.146.97","HTTP","593","HTTP/1.1 200 OK  (text/html)"
"1663","12.449300","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=57566 Ack=20613 Win=3853 Len=0 TSval=262912510 TSecr=345610009"
"1664","12.546335","194.29.146.15","194.29.146.97","HTTP","610","HTTP/1.1 200 OK  (text/html)"
"1667","12.668769","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=58110 Ack=21082 Win=3920 Len=0 TSval=262912565 TSecr=345610229"
"1668","12.760931","194.29.146.15","194.29.146.97","HTTP","621","HTTP/1.1 200 OK  (text/html)"
"1672","12.872436","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=58665 Ack=21551 Win=3987 Len=0 TSval=262912616 TSecr=345610432"
"1673","12.970766","194.29.146.15","194.29.146.97","HTTP","625","HTTP/1.1 200 OK  (text/html)"
"1677","13.094612","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=59224 Ack=22020 Win=3988 Len=0 TSval=262912672 TSecr=345610654"
"1710","13.181785","194.29.146.15","194.29.146.97","HTTP","602","HTTP/1.1 200 OK  (text/html)"
"1779","13.308118","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=59760 Ack=22489 Win=3988 Len=0 TSval=262912725 TSecr=345610868"
"1834","13.397164","194.29.146.15","194.29.146.97","HTTP","628","HTTP/1.1 200 OK  (text/html)"
"1837","13.513355","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=60322 Ack=22958 Win=3988 Len=0 TSval=262912776 TSecr=345611073"
"1838","13.599859","194.29.146.15","194.29.146.97","HTTP","620","HTTP/1.1 200 OK  (text/html)"
"1841","13.713587","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=60876 Ack=23427 Win=3988 Len=0 TSval=262912826 TSecr=345611273"
"1842","13.809870","194.29.146.15","194.29.146.97","HTTP","622","HTTP/1.1 200 OK  (text/html)"
"1845","13.933972","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=61432 Ack=23896 Win=3988 Len=0 TSval=262912882 TSecr=345611494"
"1847","14.022386","194.29.146.15","194.29.146.97","HTTP","625","HTTP/1.1 200 OK  (text/html)"
"1850","14.146399","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=61991 Ack=24365 Win=3988 Len=0 TSval=262912935 TSecr=345611706"
"1936","14.239562","194.29.146.15","194.29.146.97","HTTP","621","HTTP/1.1 200 OK  (text/html)"
"1942","14.353643","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=62546 Ack=24834 Win=3988 Len=0 TSval=262912987 TSecr=345611913"
"1944","14.440590","194.29.146.15","194.29.146.97","HTTP","600","HTTP/1.1 200 OK  (text/html)"
"1948","14.556857","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=63080 Ack=25303 Win=3988 Len=0 TSval=262913037 TSecr=345612117"
"1953","14.645213","194.29.146.15","194.29.146.97","HTTP","610","HTTP/1.1 200 OK  (text/html)"
"1956","14.758565","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=63624 Ack=25772 Win=3988 Len=0 TSval=262913088 TSecr=345612318"
"1958","14.858080","194.29.146.15","194.29.146.97","HTTP","619","HTTP/1.1 200 OK  (text/html)"
"1961","14.985890","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=64177 Ack=26241 Win=3988 Len=0 TSval=262913145 TSecr=345612546"
"1962","15.074258","194.29.146.15","194.29.146.97","HTTP","605","HTTP/1.1 200 OK  (text/html)"
"2034","15.202113","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=64716 Ack=26710 Win=3988 Len=0 TSval=262913199 TSecr=345612762"
"2056","15.295504","194.29.146.15","194.29.146.97","HTTP","614","HTTP/1.1 200 OK  (text/html)"
"2062","15.414159","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=65264 Ack=27179 Win=3988 Len=0 TSval=262913252 TSecr=345612974"
"2064","15.508523","194.29.146.15","194.29.146.97","HTTP","615","HTTP/1.1 200 OK  (text/html)"
"2069","15.620063","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=65813 Ack=27648 Win=3988 Len=0 TSval=262913303 TSecr=345613180"
"2070","15.715437","194.29.146.15","194.29.146.97","HTTP","613","HTTP/1.1 200 OK  (text/html)"
"2073","15.835731","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=66360 Ack=28117 Win=3988 Len=0 TSval=262913357 TSecr=345613396"
"2074","15.963421","194.29.146.15","194.29.146.97","HTTP","611","HTTP/1.1 200 OK  (text/html)"
"2077","16.085475","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=66905 Ack=28586 Win=3988 Len=0 TSval=262913419 TSecr=345613645"
"2115","16.188557","194.29.146.15","194.29.146.97","HTTP","623","HTTP/1.1 200 OK  (text/html)"
"2227","16.334520","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=67462 Ack=29055 Win=3988 Len=0 TSval=262913482 TSecr=345613894"
"2229","16.421094","194.29.146.15","194.29.146.97","HTTP","615","HTTP/1.1 200 OK  (text/html)"
"2233","16.545505","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=68011 Ack=29524 Win=3988 Len=0 TSval=262913534 TSecr=345614105"
"2234","16.631381","194.29.146.15","194.29.146.97","HTTP","612","HTTP/1.1 200 OK  (text/html)"
"2237","16.758268","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=68557 Ack=29993 Win=3988 Len=0 TSval=262913588 TSecr=345614318"
"2239","16.844328","194.29.146.15","194.29.146.97","HTTP","610","HTTP/1.1 200 OK  (text/html)"
"2243","16.955126","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=69101 Ack=30462 Win=3988 Len=0 TSval=262913637 TSecr=345614515"
"2244","17.042175","194.29.146.15","194.29.146.97","HTTP","604","HTTP/1.1 200 OK  (text/html)"
"2254","17.169592","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=69639 Ack=30931 Win=3988 Len=0 TSval=262913690 TSecr=345614729"
"2334","17.265440","194.29.146.15","194.29.146.97","HTTP","624","HTTP/1.1 200 OK  (text/html)"
"2338","17.396163","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=70197 Ack=31400 Win=3988 Len=0 TSval=262913747 TSecr=345614956"
"2339","17.483391","194.29.146.15","194.29.146.97","HTTP","613","HTTP/1.1 200 OK  (text/html)"
"2343","17.597357","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=70744 Ack=31869 Win=3988 Len=0 TSval=262913797 TSecr=345615157"
"2345","17.685034","194.29.146.15","194.29.146.97","HTTP","609","HTTP/1.1 200 OK  (text/html)"
"2348","17.834821","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=71287 Ack=32338 Win=3988 Len=0 TSval=262913857 TSecr=345615395"
"2349","17.926042","194.29.146.15","194.29.146.97","HTTP","615","HTTP/1.1 200 OK  (text/html)"
"2353","18.048918","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=71836 Ack=32807 Win=3988 Len=0 TSval=262913910 TSecr=345615609"
"2355","18.148794","194.29.146.15","194.29.146.97","HTTP","613","HTTP/1.1 200 OK  (text/html)"
"2445","18.276321","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=72383 Ack=33276 Win=3988 Len=0 TSval=262913967 TSecr=345615836"
"2449","18.370743","194.29.146.15","194.29.146.97","HTTP","618","HTTP/1.1 200 OK  (text/html)"
"2454","18.513497","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=72935 Ack=33745 Win=3988 Len=0 TSval=262914026 TSecr=345616073"
"2455","18.608759","194.29.146.15","194.29.146.97","HTTP","619","HTTP/1.1 200 OK  (text/html)"
"2461","18.726723","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=73488 Ack=34214 Win=3988 Len=0 TSval=262914080 TSecr=345616287"
"2462","18.823593","194.29.146.15","194.29.146.97","HTTP","629","HTTP/1.1 200 OK  (text/html)"
"2466","18.946453","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=74051 Ack=34683 Win=3988 Len=0 TSval=262914135 TSecr=345616506"
"2467","19.035011","194.29.146.15","194.29.146.97","HTTP","625","HTTP/1.1 200 OK  (text/html)"
"2479","19.147884","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=74610 Ack=35152 Win=3988 Len=0 TSval=262914185 TSecr=345616708"
"2566","19.241896","194.29.146.15","194.29.146.97","HTTP","604","HTTP/1.1 200 OK  (text/html)"
"2634","19.374921","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=75148 Ack=35621 Win=3988 Len=0 TSval=262914242 TSecr=345616935"
"2635","19.469223","194.29.146.15","194.29.146.97","HTTP","617","HTTP/1.1 200 OK  (text/html)"
"2638","19.610808","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=75699 Ack=36090 Win=3988 Len=0 TSval=262914301 TSecr=345617171"
"2647","19.717664","194.29.146.15","194.29.146.97","HTTP","620","HTTP/1.1 200 OK  (text/html)"
"2650","19.856857","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=76253 Ack=36559 Win=3988 Len=0 TSval=262914362 TSecr=345617417"
"2651","19.961462","194.29.146.15","194.29.146.97","HTTP","618","HTTP/1.1 200 OK  (text/html)"
"2655","20.079793","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=76805 Ack=37028 Win=3988 Len=0 TSval=262914418 TSecr=345617640"
"2712","20.199622","194.29.146.15","194.29.146.97","HTTP","627","HTTP/1.1 200 OK  (text/html)"
"2751","20.343249","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=77366 Ack=37497 Win=3988 Len=0 TSval=262914484 TSecr=345617903"
"2752","20.431459","194.29.146.15","194.29.146.97","HTTP","614","HTTP/1.1 200 OK  (text/html)"
"2755","20.626369","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=77914 Ack=37966 Win=3988 Len=0 TSval=262914555 TSecr=345618186"
"2756","20.717053","194.29.146.15","194.29.146.97","HTTP","599","HTTP/1.1 200 OK  (text/html)"
"2760","20.865208","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=78447 Ack=38435 Win=3988 Len=0 TSval=262914614 TSecr=345618425"
"2763","20.969074","194.29.146.15","194.29.146.97","HTTP","602","HTTP/1.1 200 OK  (text/html)"
"2767","21.112822","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=78983 Ack=38904 Win=3988 Len=0 TSval=262914676 TSecr=345618673"
"2836","21.221173","194.29.146.15","194.29.146.97","HTTP","594","HTTP/1.1 200 OK  (text/html)"
"2860","21.349417","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=79511 Ack=39373 Win=3988 Len=0 TSval=262914735 TSecr=345618909"
"2862","21.439127","194.29.146.15","194.29.146.97","HTTP","597","HTTP/1.1 200 OK  (text/html)"
"2869","21.585635","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=80042 Ack=39842 Win=3988 Len=0 TSval=262914794 TSecr=345619145"
"2870","21.674053","194.29.146.15","194.29.146.97","HTTP","613","HTTP/1.1 200 OK  (text/html)"
"2873","21.821994","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=80589 Ack=40311 Win=3988 Len=0 TSval=262914854 TSecr=345619382"
"2874","21.909396","194.29.146.15","194.29.146.97","HTTP","598","HTTP/1.1 200 OK  (text/html)"
"2877","22.090806","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=81121 Ack=40780 Win=3988 Len=0 TSval=262914921 TSecr=345619651"
"2892","22.178190","194.29.146.15","194.29.146.97","HTTP","586","HTTP/1.1 200 OK  (text/html)"
"3031","22.335515","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=81641 Ack=41249 Win=3988 Len=0 TSval=262914982 TSecr=345619895"
"3035","22.422498","194.29.146.15","194.29.146.97","HTTP","599","HTTP/1.1 200 OK  (text/html)"
"3038","22.556297","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=82174 Ack=41718 Win=3988 Len=0 TSval=262915037 TSecr=345620116"
"3039","22.642278","194.29.146.15","194.29.146.97","HTTP","588","HTTP/1.1 200 OK  (text/html)"
"3042","22.797725","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=82696 Ack=42187 Win=3988 Len=0 TSval=262915097 TSecr=345620358"
"3045","22.907102","194.29.146.15","194.29.146.97","HTTP","595","HTTP/1.1 200 OK  (text/html)"
"3048","23.075373","194.29.146.15","194.29.146.97","TCP","66","http > 36071 [ACK] Seq=83225 Ack=42656 Win=3988 Len=0 TSval=262915167 TSecr=345620635"
"3049","23.164124","194.29.146.15","194.29.146.97","HTTP","609","HTTP/1.1 200 OK  (text/html)"
