"No.","Time","Source","Destination","Protocol","Length","Info"
"399","2.776117","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=7235 Ack=249 Win=62 Len=0 TSval=1219440140 TSecr=346269309"
"401","2.786010","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=7235 Ack=255 Win=62 Len=0 TSval=1219440149 TSecr=346269317"
"402","2.790839","194.29.146.149","194.29.146.97","TCP","122","cvsup > 39746 [PSH, ACK] Seq=7235 Ack=255 Win=62 Len=56 TSval=1219440154 TSecr=346269317"
"404","2.816170","194.29.146.149","194.29.146.97","TCP","2473","cvsup > 39746 [PSH, ACK] Seq=7291 Ack=265 Win=62 Len=2407 TSval=1219440179 TSecr=346269324"
"406","2.856211","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=9698 Ack=271 Win=62 Len=0 TSval=1219440220 TSecr=346269349"
"408","2.857436","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=9698 Ack=291 Win=62 Len=0 TSval=1219440221 TSecr=346269389"
"409","2.858543","194.29.146.149","194.29.146.97","TCP","2620","cvsup > 39746 [PSH, ACK] Seq=9698 Ack=291 Win=62 Len=2554 TSval=1219440222 TSecr=346269389"
"412","2.899228","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=12252 Ack=301 Win=62 Len=0 TSval=1219440263 TSecr=346269392"
"414","2.921955","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=12252 Ack=307 Win=62 Len=0 TSval=1219440286 TSecr=346269455"
"417","2.967421","194.29.146.149","194.29.146.97","TCP","437","cvsup > 39746 [PSH, ACK] Seq=12252 Ack=307 Win=62 Len=371 TSval=1219440331 TSecr=346269455"
"419","2.968436","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=12623 Ack=327 Win=62 Len=0 TSval=1219440332 TSecr=346269501"
"466","3.033980","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=12623 Ack=333 Win=62 Len=0 TSval=1219440397 TSecr=346269565"
"508","3.248485","194.29.146.149","194.29.146.97","TCP","1444","cvsup > 39746 [PSH, ACK] Seq=12623 Ack=333 Win=62 Len=1378 TSval=1219440611 TSecr=346269565"
"510","3.249473","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=14001 Ack=353 Win=62 Len=0 TSval=1219440613 TSecr=346269782"
"524","3.377558","194.29.146.149","194.29.146.97","TCP","167","cvsup > 39746 [PSH, ACK] Seq=14001 Ack=353 Win=62 Len=101 TSval=1219440741 TSecr=346269782"
"526","3.379493","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=14102 Ack=363 Win=62 Len=0 TSval=1219440743 TSecr=346269912"
"528","3.540215","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=14102 Ack=371 Win=62 Len=0 TSval=1219440904 TSecr=346270073"
"529","3.651857","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39746 [ACK] Seq=14102 Ack=371 Win=62 Len=1448 TSval=1219441015 TSecr=346270073"
"530","3.652098","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39746 [ACK] Seq=15550 Ack=371 Win=62 Len=2896 TSval=1219441015 TSecr=346270073"
"532","3.652330","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39746 [ACK] Seq=18446 Ack=371 Win=62 Len=2896 TSval=1219441015 TSecr=346270073"
"534","3.652639","194.29.146.149","194.29.146.97","TCP","524","cvsup > 39746 [PSH, ACK] Seq=21342 Ack=371 Win=62 Len=458 TSval=1219441016 TSecr=346270185"
"536","3.653323","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=21800 Ack=401 Win=62 Len=0 TSval=1219441017 TSecr=346270186"
"538","3.667901","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=21800 Ack=409 Win=62 Len=0 TSval=1219441032 TSecr=346270201"
"541","3.785238","194.29.146.149","194.29.146.97","TCP","514","cvsup > 39746 [PSH, ACK] Seq=21800 Ack=409 Win=62 Len=448 TSval=1219441148 TSecr=346270201"
"543","3.785728","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=22248 Ack=419 Win=62 Len=0 TSval=1219441149 TSecr=346270319"
"609","4.048079","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=22248 Ack=425 Win=62 Len=0 TSval=1219441411 TSecr=346270581"
"619","4.055966","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=22248 Ack=431 Win=62 Len=0 TSval=1219441420 TSecr=346270589"
"630","4.063943","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=22248 Ack=437 Win=62 Len=0 TSval=1219441428 TSecr=346270597"
"633","4.069317","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39746 [ACK] Seq=22248 Ack=437 Win=62 Len=1448 TSval=1219441432 TSecr=346270597"
"634","4.069563","194.29.146.149","194.29.146.97","RELOAD Frame","1514","ACK"
"636","4.069576","194.29.146.149","194.29.146.97","TCP","980","cvsup > 39746 [PSH, ACK] Seq=25144 Ack=437 Win=62 Len=914 TSval=1219441433 TSecr=346270597"
"640","4.074547","194.29.146.149","194.29.146.97","TCP","168","cvsup > 39746 [PSH, ACK] Seq=26058 Ack=583 Win=71 Len=102 TSval=1219441438 TSecr=346270607"
"642","4.091846","194.29.146.149","194.29.146.97","TCP","2358","cvsup > 39746 [PSH, ACK] Seq=26160 Ack=593 Win=71 Len=2292 TSval=1219441455 TSecr=346270609"
"645","4.131325","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=28452 Ack=605 Win=71 Len=0 TSval=1219441495 TSecr=346270625"
"647","4.131858","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=28452 Ack=645 Win=71 Len=0 TSval=1219441495 TSecr=346270664"
"648","4.132445","194.29.146.149","194.29.146.97","TCP","1823","cvsup > 39746 [PSH, ACK] Seq=28452 Ack=645 Win=71 Len=1757 TSval=1219441496 TSecr=346270664"
"652","4.173441","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=655 Win=71 Len=0 TSval=1219441537 TSecr=346270666"
"654","4.173737","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=685 Win=71 Len=0 TSval=1219441537 TSecr=346270707"
"656","4.175974","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=691 Win=71 Len=0 TSval=1219441540 TSecr=346270709"
"658","4.183965","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=697 Win=71 Len=0 TSval=1219441548 TSecr=346270717"
"660","4.191930","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=703 Win=71 Len=0 TSval=1219441556 TSecr=346270725"
"662","4.199953","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=709 Win=71 Len=0 TSval=1219441564 TSecr=346270733"
"664","4.207954","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=715 Win=71 Len=0 TSval=1219441572 TSecr=346270741"
"666","4.216186","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=721 Win=71 Len=0 TSval=1219441580 TSecr=346270749"
"668","4.223951","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=727 Win=71 Len=0 TSval=1219441588 TSecr=346270757"
"670","4.231996","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=733 Win=71 Len=0 TSval=1219441596 TSecr=346270765"
"673","4.239929","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=739 Win=71 Len=0 TSval=1219441604 TSecr=346270773"
"675","4.247999","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=745 Win=71 Len=0 TSval=1219441612 TSecr=346270781"
"677","4.255996","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=751 Win=71 Len=0 TSval=1219441620 TSecr=346270789"
"679","4.264043","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=757 Win=71 Len=0 TSval=1219441628 TSecr=346270797"
"681","4.272086","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=763 Win=71 Len=0 TSval=1219441636 TSecr=346270805"
"683","4.280025","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=769 Win=71 Len=0 TSval=1219441644 TSecr=346270813"
"685","4.287985","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=775 Win=71 Len=0 TSval=1219441652 TSecr=346270821"
"687","4.295963","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=781 Win=71 Len=0 TSval=1219441660 TSecr=346270829"
"689","4.304056","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=787 Win=71 Len=0 TSval=1219441668 TSecr=346270837"
"691","4.312074","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=793 Win=71 Len=0 TSval=1219441676 TSecr=346270845"
"694","4.320033","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=799 Win=71 Len=0 TSval=1219441684 TSecr=346270853"
"696","4.327945","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=805 Win=71 Len=0 TSval=1219441692 TSecr=346270861"
"709","4.336076","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=811 Win=71 Len=0 TSval=1219441700 TSecr=346270869"
"735","4.344205","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=817 Win=71 Len=0 TSval=1219441707 TSecr=346270877"
"763","4.352135","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=823 Win=71 Len=0 TSval=1219441715 TSecr=346270885"
"767","4.360178","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=829 Win=71 Len=0 TSval=1219441723 TSecr=346270893"
"769","4.367942","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=835 Win=71 Len=0 TSval=1219441732 TSecr=346270901"
"771","4.375941","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=841 Win=71 Len=0 TSval=1219441739 TSecr=346270909"
"773","4.383950","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=847 Win=71 Len=0 TSval=1219441748 TSecr=346270917"
"775","4.392053","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=853 Win=71 Len=0 TSval=1219441756 TSecr=346270925"
"778","4.400018","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=859 Win=71 Len=0 TSval=1219441764 TSecr=346270933"
"780","4.408214","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=865 Win=71 Len=0 TSval=1219441772 TSecr=346270941"
"782","4.415954","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=871 Win=71 Len=0 TSval=1219441780 TSecr=346270949"
"784","4.427530","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=877 Win=71 Len=0 TSval=1219441791 TSecr=346270957"
"786","4.437759","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=883 Win=71 Len=0 TSval=1219441801 TSecr=346270965"
"788","4.440522","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=889 Win=71 Len=0 TSval=1219441804 TSecr=346270973"
"790","4.448520","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=895 Win=71 Len=0 TSval=1219441812 TSecr=346270981"
"792","4.456537","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=901 Win=71 Len=0 TSval=1219441820 TSecr=346270989"
"794","4.464526","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=907 Win=71 Len=0 TSval=1219441828 TSecr=346270997"
"796","4.472488","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=913 Win=71 Len=0 TSval=1219441836 TSecr=346271005"
"798","4.480649","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=919 Win=71 Len=0 TSval=1219441844 TSecr=346271013"
"800","4.488584","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=925 Win=71 Len=0 TSval=1219441852 TSecr=346271021"
"802","4.504562","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30209 Ack=931 Win=71 Len=0 TSval=1219441868 TSecr=346271037"
"979","6.100903","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39746 [ACK] Seq=30209 Ack=931 Win=71 Len=1448 TSval=1219443464 TSecr=346271037"
"980","6.101151","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39746 [ACK] Seq=31657 Ack=931 Win=71 Len=2896 TSval=1219443464 TSecr=346271037"
"982","6.101423","194.29.146.149","194.29.146.97","TCP","4410","cvsup > 39746 [ACK] Seq=34553 Ack=931 Win=71 Len=4344 TSval=1219443464 TSecr=346271037"
"984","6.102434","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39746 [ACK] Seq=38897 Ack=931 Win=71 Len=1448 TSval=1219443466 TSecr=346272635"
"985","6.102682","194.29.146.149","194.29.146.97","TCP","1356","cvsup > 39746 [PSH, ACK] Seq=40345 Ack=931 Win=71 Len=1290 TSval=1219443466 TSecr=346272635"
"988","6.104912","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1047 Win=71 Len=0 TSval=1219443468 TSecr=346272638"
"991","6.112113","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1053 Win=71 Len=0 TSval=1219443476 TSecr=346272645"
"993","6.120367","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1059 Win=71 Len=0 TSval=1219443484 TSecr=346272653"
"995","6.128182","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1065 Win=71 Len=0 TSval=1219443492 TSecr=346272661"
"997","6.136093","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1071 Win=71 Len=0 TSval=1219443500 TSecr=346272669"
"999","6.144205","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1077 Win=71 Len=0 TSval=1219443508 TSecr=346272677"
"1001","6.152312","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1083 Win=71 Len=0 TSval=1219443516 TSecr=346272685"
"1003","6.160195","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1089 Win=71 Len=0 TSval=1219443524 TSecr=346272693"
"1005","6.178364","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1095 Win=71 Len=0 TSval=1219443542 TSecr=346272709"
"1007","6.192700","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1101 Win=71 Len=0 TSval=1219443556 TSecr=346272725"
"1009","6.200145","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1107 Win=71 Len=0 TSval=1219443564 TSecr=346272733"
"1012","6.218246","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1113 Win=71 Len=0 TSval=1219443581 TSecr=346272749"
"1014","6.232467","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1119 Win=71 Len=0 TSval=1219443596 TSecr=346272765"
"1016","6.242959","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1125 Win=71 Len=0 TSval=1219443606 TSecr=346272773"
"1018","6.248499","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1131 Win=71 Len=0 TSval=1219443612 TSecr=346272781"
"1020","6.256476","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1137 Win=71 Len=0 TSval=1219443620 TSecr=346272789"
"1022","6.264425","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1143 Win=71 Len=0 TSval=1219443628 TSecr=346272797"
"1024","6.272417","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1149 Win=71 Len=0 TSval=1219443636 TSecr=346272805"
"1028","6.280350","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1155 Win=71 Len=0 TSval=1219443644 TSecr=346272813"
"1040","6.290247","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1161 Win=71 Len=0 TSval=1219443654 TSecr=346272821"
"1042","6.305068","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1167 Win=71 Len=0 TSval=1219443668 TSecr=346272837"
"1044","6.320234","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1173 Win=71 Len=0 TSval=1219443684 TSecr=346272853"
"1046","6.368509","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1179 Win=71 Len=0 TSval=1219443732 TSecr=346272901"
"1048","6.408730","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1185 Win=71 Len=0 TSval=1219443772 TSecr=346272941"
"1050","6.462033","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1191 Win=71 Len=0 TSval=1219443825 TSecr=346272989"
"1052","6.464448","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1197 Win=71 Len=0 TSval=1219443828 TSecr=346272997"
"1054","6.472655","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1203 Win=71 Len=0 TSval=1219443836 TSecr=346273005"
"1056","6.480723","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1209 Win=71 Len=0 TSval=1219443844 TSecr=346273013"
"1058","6.496732","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1215 Win=71 Len=0 TSval=1219443860 TSecr=346273029"
"1060","6.504651","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1221 Win=71 Len=0 TSval=1219443868 TSecr=346273037"
"1062","6.512824","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1227 Win=71 Len=0 TSval=1219443876 TSecr=346273045"
"1064","6.520792","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1233 Win=71 Len=0 TSval=1219443884 TSecr=346273053"
"1066","6.528569","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1239 Win=71 Len=0 TSval=1219443892 TSecr=346273061"
"1068","6.536776","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1245 Win=71 Len=0 TSval=1219443900 TSecr=346273069"
"1070","6.545241","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1251 Win=71 Len=0 TSval=1219443908 TSecr=346273078"
"1072","6.552541","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1257 Win=71 Len=0 TSval=1219443916 TSecr=346273085"
"1074","6.560525","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1263 Win=71 Len=0 TSval=1219443924 TSecr=346273093"
"1076","6.568549","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1269 Win=71 Len=0 TSval=1219443932 TSecr=346273101"
"1078","6.576537","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1275 Win=71 Len=0 TSval=1219443940 TSecr=346273109"
"1080","6.584543","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1281 Win=71 Len=0 TSval=1219443948 TSecr=346273117"
"1082","6.592555","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1287 Win=71 Len=0 TSval=1219443956 TSecr=346273125"
"1084","6.600566","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1293 Win=71 Len=0 TSval=1219443964 TSecr=346273133"
"1086","6.608554","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1299 Win=71 Len=0 TSval=1219443972 TSecr=346273141"
"1088","6.616524","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1305 Win=71 Len=0 TSval=1219443980 TSecr=346273149"
"1090","6.624592","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1311 Win=71 Len=0 TSval=1219443988 TSecr=346273157"
"1092","6.632471","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1317 Win=71 Len=0 TSval=1219443996 TSecr=346273165"
"1094","6.640521","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1323 Win=71 Len=0 TSval=1219444004 TSecr=346273173"
"1096","6.648437","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1329 Win=71 Len=0 TSval=1219444012 TSecr=346273181"
"1098","6.656567","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1335 Win=71 Len=0 TSval=1219444020 TSecr=346273189"
"1100","6.664714","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=41635 Ack=1341 Win=71 Len=0 TSval=1219444028 TSecr=346273197"
