"No.","Time","Source","Destination","Protocol","Length","Info"
"790","5.837458","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=365 Win=647 Len=0 TSval=1219238561 TSecr=346067685"
"792","5.838032","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=405 Win=647 Len=0 TSval=1219238561 TSecr=346067726"
"794","5.841453","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=411 Win=647 Len=0 TSval=1219238565 TSecr=346067729"
"796","5.849099","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=417 Win=647 Len=0 TSval=1219238573 TSecr=346067737"
"798","5.857733","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=423 Win=647 Len=0 TSval=1219238581 TSecr=346067745"
"800","5.867960","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=429 Win=647 Len=0 TSval=1219238591 TSecr=346067753"
"802","5.875586","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=435 Win=647 Len=0 TSval=1219238599 TSecr=346067761"
"804","5.882372","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=441 Win=647 Len=0 TSval=1219238605 TSecr=346067769"
"806","5.890016","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=447 Win=647 Len=0 TSval=1219238613 TSecr=346067777"
"808","5.897097","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=453 Win=647 Len=0 TSval=1219238621 TSecr=346067785"
"810","5.907676","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=459 Win=647 Len=0 TSval=1219238631 TSecr=346067793"
"812","5.915243","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=465 Win=647 Len=0 TSval=1219238638 TSecr=346067801"
"814","5.921229","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=471 Win=647 Len=0 TSval=1219238645 TSecr=346067809"
"816","5.932358","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=477 Win=647 Len=0 TSval=1219238655 TSecr=346067817"
"818","5.937514","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=483 Win=647 Len=0 TSval=1219238661 TSecr=346067825"
"820","5.945246","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=489 Win=647 Len=0 TSval=1219238668 TSecr=346067833"
"822","5.963532","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=495 Win=647 Len=0 TSval=1219238687 TSecr=346067849"
"825","6.018360","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=501 Win=647 Len=0 TSval=1219238742 TSecr=346067906"
"827","6.147561","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=507 Win=647 Len=0 TSval=1219238871 TSecr=346068033"
"832","6.246756","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=538 Ack=515 Win=647 Len=0 TSval=1219238970 TSecr=346068133"
"833","6.356910","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=538 Ack=515 Win=647 Len=1448 TSval=1219239080 TSecr=346068133"
"834","6.357146","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=1986 Ack=515 Win=647 Len=2896 TSval=1219239080 TSecr=346068133"
"836","6.357841","194.29.146.149","194.29.146.97","TCP","1096","cvsup > 39745 [PSH, ACK] Seq=4882 Ack=515 Win=647 Len=1030 TSval=1219239081 TSecr=346068245"
"838","6.361765","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5912 Ack=535 Win=647 Len=0 TSval=1219239085 TSecr=346068249"
"912","6.447618","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=5912 Ack=543 Win=647 Len=0 TSval=1219239171 TSecr=346068325"
"927","6.505454","194.29.146.149","194.29.146.97","TCP","534","cvsup > 39745 [PSH, ACK] Seq=5912 Ack=543 Win=647 Len=468 TSval=1219239229 TSecr=346068325"
"929","6.506206","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=6380 Ack=553 Win=647 Len=0 TSval=1219239230 TSecr=346068394"
"935","6.790663","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=6380 Ack=553 Win=647 Len=1448 TSval=1219239514 TSecr=346068394"
"936","6.790911","194.29.146.149","194.29.146.97","TCP","1680","cvsup > 39745 [PSH, ACK] Seq=7828 Ack=553 Win=647 Len=1614 TSval=1219239514 TSecr=346068394"
"939","6.793604","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=9442 Ack=693 Win=656 Len=0 TSval=1219239517 TSecr=346068681"
"1039","7.927984","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=9442 Ack=693 Win=656 Len=1448 TSval=1219240651 TSecr=346068681"
"1040","7.928232","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=10890 Ack=693 Win=656 Len=2896 TSval=1219240651 TSecr=346068681"
"1042","7.928487","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=13786 Ack=693 Win=656 Len=1448 TSval=1219240651 TSecr=346068681"
"1043","7.928987","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=15234 Ack=693 Win=656 Len=1448 TSval=1219240652 TSecr=346069816"
"1045","7.929228","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=16682 Ack=693 Win=656 Len=2896 TSval=1219240652 TSecr=346069816"
"1046","7.929654","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=19578 Ack=693 Win=656 Len=1448 TSval=1219240653 TSecr=346069817"
"1047","7.929905","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=21026 Ack=693 Win=656 Len=2896 TSval=1219240653 TSecr=346069817"
"1049","7.931453","194.29.146.149","194.29.146.97","TCP","1514","cvsup > 39745 [ACK] Seq=23922 Ack=693 Win=656 Len=1448 TSval=1219240654 TSecr=346069819"
"1050","7.931703","194.29.146.149","194.29.146.97","TCP","2962","cvsup > 39745 [ACK] Seq=25370 Ack=693 Win=656 Len=2896 TSval=1219240654 TSecr=346069819"
"1051","7.931952","194.29.146.149","194.29.146.97","TCP","1590","cvsup > 39745 [PSH, ACK] Seq=28266 Ack=693 Win=656 Len=1524 TSval=1219240654 TSecr=346069819"
"1054","7.936054","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=29790 Ack=803 Win=656 Len=0 TSval=1219240660 TSecr=346069824"
"5419","46.470367","194.29.146.149","194.29.146.97","TCP","293","cvsup > 39745 [PSH, ACK] Seq=29790 Ack=803 Win=656 Len=227 TSval=1219279192 TSecr=346069824"
"5421","46.470769","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=813 Win=656 Len=0 TSval=1219279193 TSecr=346108359"
"5835","49.501336","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=819 Win=656 Len=0 TSval=1219282223 TSecr=346111389"
"5845","49.533187","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=825 Win=656 Len=0 TSval=1219282255 TSecr=346111421"
"5913","50.021530","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=831 Win=656 Len=0 TSval=1219282744 TSecr=346111909"
"5915","50.029395","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=837 Win=656 Len=0 TSval=1219282752 TSecr=346111917"
"5918","50.037419","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=843 Win=656 Len=0 TSval=1219282760 TSecr=346111925"
"5920","50.045442","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=849 Win=656 Len=0 TSval=1219282768 TSecr=346111933"
"5922","50.061559","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=855 Win=656 Len=0 TSval=1219282784 TSecr=346111949"
"5924","50.069457","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=861 Win=656 Len=0 TSval=1219282792 TSecr=346111957"
"5926","50.077384","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=867 Win=656 Len=0 TSval=1219282800 TSecr=346111965"
"5928","50.085464","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=873 Win=656 Len=0 TSval=1219282808 TSecr=346111973"
"5930","50.101566","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=879 Win=656 Len=0 TSval=1219282824 TSecr=346111989"
"5932","50.117281","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=885 Win=656 Len=0 TSval=1219282839 TSecr=346112005"
"5934","50.125218","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=891 Win=656 Len=0 TSval=1219282847 TSecr=346112013"
"5936","50.133464","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=897 Win=656 Len=0 TSval=1219282856 TSecr=346112021"
"5938","50.141490","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=903 Win=656 Len=0 TSval=1219282864 TSecr=346112029"
"5940","50.149291","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=909 Win=656 Len=0 TSval=1219282872 TSecr=346112037"
"5942","50.157689","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=915 Win=656 Len=0 TSval=1219282880 TSecr=346112045"
"5944","50.165452","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=921 Win=656 Len=0 TSval=1219282888 TSecr=346112053"
"5946","50.176108","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=927 Win=656 Len=0 TSval=1219282898 TSecr=346112061"
"5948","50.183172","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=933 Win=656 Len=0 TSval=1219282905 TSecr=346112069"
"5950","50.190393","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=939 Win=656 Len=0 TSval=1219282912 TSecr=346112077"
"5952","50.198240","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=945 Win=656 Len=0 TSval=1219282920 TSecr=346112085"
"5954","50.207144","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=951 Win=656 Len=0 TSval=1219282929 TSecr=346112093"
"5956","50.213748","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=957 Win=656 Len=0 TSval=1219282936 TSecr=346112101"
"5958","50.221792","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=963 Win=656 Len=0 TSval=1219282944 TSecr=346112109"
"5960","50.232496","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=969 Win=656 Len=0 TSval=1219282955 TSecr=346112117"
"5962","50.240309","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=975 Win=656 Len=0 TSval=1219282962 TSecr=346112125"
"5964","50.246782","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=981 Win=656 Len=0 TSval=1219282969 TSecr=346112133"
"5966","50.254516","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=987 Win=656 Len=0 TSval=1219282977 TSecr=346112141"
"5968","50.261981","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=993 Win=656 Len=0 TSval=1219282984 TSecr=346112149"
"5970","50.270270","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=999 Win=656 Len=0 TSval=1219282993 TSecr=346112157"
"5972","50.278182","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1005 Win=656 Len=0 TSval=1219283000 TSecr=346112165"
"5974","50.285519","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1011 Win=656 Len=0 TSval=1219283008 TSecr=346112173"
"5976","50.293527","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1017 Win=656 Len=0 TSval=1219283016 TSecr=346112181"
"5978","50.301526","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1023 Win=656 Len=0 TSval=1219283024 TSecr=346112189"
"5980","50.309484","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1029 Win=656 Len=0 TSval=1219283032 TSecr=346112197"
"5982","50.317561","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1035 Win=656 Len=0 TSval=1219283040 TSecr=346112205"
"5984","50.325530","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1041 Win=656 Len=0 TSval=1219283048 TSecr=346112213"
"5986","50.333636","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1047 Win=656 Len=0 TSval=1219283056 TSecr=346112221"
"5988","50.341560","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1053 Win=656 Len=0 TSval=1219283064 TSecr=346112229"
"5990","50.349648","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1059 Win=656 Len=0 TSval=1219283072 TSecr=346112237"
"5992","50.358039","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1065 Win=656 Len=0 TSval=1219283080 TSecr=346112246"
"5994","50.365643","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1071 Win=656 Len=0 TSval=1219283088 TSecr=346112253"
"5996","50.373531","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1077 Win=656 Len=0 TSval=1219283096 TSecr=346112261"
"5998","50.381519","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1083 Win=656 Len=0 TSval=1219283104 TSecr=346112269"
"6000","50.397842","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1089 Win=656 Len=0 TSval=1219283120 TSecr=346112285"
"6002","50.405794","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1095 Win=656 Len=0 TSval=1219283128 TSecr=346112293"
"6005","50.421851","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1101 Win=656 Len=0 TSval=1219283144 TSecr=346112309"
"6007","50.429821","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1107 Win=656 Len=0 TSval=1219283152 TSecr=346112317"
"6009","50.445809","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1113 Win=656 Len=0 TSval=1219283168 TSecr=346112333"
"6035","50.469533","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1119 Win=656 Len=0 TSval=1219283192 TSecr=346112357"
"6096","50.509239","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1125 Win=656 Len=0 TSval=1219283231 TSecr=346112397"
"6101","50.565380","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1131 Win=656 Len=0 TSval=1219283288 TSecr=346112453"
"6110","51.325570","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1137 Win=656 Len=0 TSval=1219284048 TSecr=346113213"
"6112","51.341688","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1143 Win=656 Len=0 TSval=1219284064 TSecr=346113230"
"6114","51.354430","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1149 Win=656 Len=0 TSval=1219284077 TSecr=346113242"
"6116","51.357632","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1155 Win=656 Len=0 TSval=1219284080 TSecr=346113245"
"6118","51.365381","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1161 Win=656 Len=0 TSval=1219284088 TSecr=346113253"
"6120","51.374035","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1167 Win=656 Len=0 TSval=1219284096 TSecr=346113262"
"6122","51.381382","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1173 Win=656 Len=0 TSval=1219284104 TSecr=346113269"
"6124","51.389323","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1179 Win=656 Len=0 TSval=1219284112 TSecr=346113277"
"6126","51.397351","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1185 Win=656 Len=0 TSval=1219284120 TSecr=346113285"
"6128","51.405624","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1191 Win=656 Len=0 TSval=1219284128 TSecr=346113294"
"6130","51.413616","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1197 Win=656 Len=0 TSval=1219284136 TSecr=346113301"
"6132","51.421629","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1203 Win=656 Len=0 TSval=1219284144 TSecr=346113310"
"6134","51.429707","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1209 Win=656 Len=0 TSval=1219284152 TSecr=346113318"
"6136","51.437631","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1215 Win=656 Len=0 TSval=1219284160 TSecr=346113326"
"6138","51.445610","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39745 [ACK] Seq=30017 Ack=1221 Win=656 Len=0 TSval=1219284168 TSecr=346113334"
