"No.","Time","Source","Destination","Protocol","Length","Info"
"1053","7.072192","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30913 Ack=1151 Win=803 Len=0 TSval=1219614648 TSecr=346443822"
"1055","7.080585","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30913 Ack=1157 Win=803 Len=0 TSval=1219614657 TSecr=346443830"
"1057","7.088213","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30913 Ack=1163 Win=803 Len=0 TSval=1219614665 TSecr=346443838"
"1059","7.098942","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30913 Ack=1169 Win=803 Len=0 TSval=1219614675 TSecr=346443846"
"1061","7.105447","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30913 Ack=1175 Win=803 Len=0 TSval=1219614682 TSecr=346443854"
"1064","7.112864","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30913 Ack=1181 Win=803 Len=0 TSval=1219614689 TSecr=346443862"
"1066","7.120490","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30913 Ack=1187 Win=803 Len=0 TSval=1219614696 TSecr=346443870"
"1068","7.128206","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=30913 Ack=1193 Win=803 Len=0 TSval=1219614705 TSecr=346443878"
"1069","7.128761","194.29.146.149","194.29.146.97","TCP","168","cvsup > 39746 [PSH, ACK] Seq=30913 Ack=1193 Win=803 Len=102 TSval=1219614705 TSecr=346443878"
"1072","7.145456","194.29.146.149","194.29.146.97","TCP","2448","cvsup > 39746 [PSH, ACK] Seq=31015 Ack=1203 Win=803 Len=2382 TSval=1219614721 TSecr=346443879"
"1074","7.186653","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1215 Win=803 Len=0 TSval=1219614762 TSecr=346443895"
"1076","7.187198","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1255 Win=803 Len=0 TSval=1219614763 TSecr=346443937"
"1078","7.193425","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1261 Win=803 Len=0 TSval=1219614769 TSecr=346443942"
"1080","7.201229","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1267 Win=803 Len=0 TSval=1219614777 TSecr=346443950"
"1082","7.208915","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1273 Win=803 Len=0 TSval=1219614785 TSecr=346443958"
"1084","7.216335","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1279 Win=803 Len=0 TSval=1219614793 TSecr=346443966"
"1086","7.224373","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1285 Win=803 Len=0 TSval=1219614801 TSecr=346443974"
"1088","7.234871","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1291 Win=803 Len=0 TSval=1219614811 TSecr=346443982"
"1091","7.248804","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1297 Win=803 Len=0 TSval=1219614825 TSecr=346443998"
"1093","7.256205","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1303 Win=803 Len=0 TSval=1219614832 TSecr=346444006"
"1095","7.264186","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1309 Win=803 Len=0 TSval=1219614840 TSecr=346444014"
"1097","7.275330","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1315 Win=803 Len=0 TSval=1219614851 TSecr=346444022"
"1099","7.281103","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1321 Win=803 Len=0 TSval=1219614857 TSecr=346444030"
"1101","7.288432","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1327 Win=803 Len=0 TSval=1219614865 TSecr=346444038"
"1103","7.296457","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1333 Win=803 Len=0 TSval=1219614873 TSecr=346444046"
"1105","7.313317","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1339 Win=803 Len=0 TSval=1219614889 TSecr=346444062"
"1107","7.320762","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1345 Win=803 Len=0 TSval=1219614897 TSecr=346444070"
"1109","7.328366","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1351 Win=803 Len=0 TSval=1219614905 TSecr=346444078"
"1111","7.336408","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1357 Win=803 Len=0 TSval=1219614913 TSecr=346444086"
"1113","7.346214","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1363 Win=803 Len=0 TSval=1219614922 TSecr=346444094"
"1115","7.354749","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1369 Win=803 Len=0 TSval=1219614930 TSecr=346444102"
"1117","7.361845","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1375 Win=803 Len=0 TSval=1219614938 TSecr=346444111"
"1119","7.376246","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1381 Win=803 Len=0 TSval=1219614952 TSecr=346444126"
"1121","7.394229","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1387 Win=803 Len=0 TSval=1219614970 TSecr=346444142"
"1123","7.409551","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=33397 Ack=1393 Win=803 Len=0 TSval=1219614986 TSecr=346444158"
"1124","7.415969","194.29.146.149","194.29.146.97","TCP","2232","cvsup > 39746 [PSH, ACK] Seq=33397 Ack=1393 Win=803 Len=2166 TSval=1219614992 TSecr=346444158"
"1127","7.457291","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35563 Ack=1409 Win=803 Len=0 TSval=1219615033 TSecr=346444166"
"1129","7.457571","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35563 Ack=1439 Win=803 Len=0 TSval=1219615034 TSecr=346444207"
"1133","7.464790","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35563 Ack=1445 Win=803 Len=0 TSval=1219615041 TSecr=346444214"
"1135","7.473266","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35563 Ack=1451 Win=803 Len=0 TSval=1219615049 TSecr=346444222"
"1137","7.480370","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35563 Ack=1457 Win=803 Len=0 TSval=1219615057 TSecr=346444230"
"1139","7.488304","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35563 Ack=1463 Win=803 Len=0 TSval=1219615065 TSecr=346444238"
"1141","7.498758","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35563 Ack=1469 Win=803 Len=0 TSval=1219615075 TSecr=346444246"
"1144","7.506191","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35563 Ack=1475 Win=803 Len=0 TSval=1219615082 TSecr=346444254"
"1146","7.512647","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35563 Ack=1481 Win=803 Len=0 TSval=1219615089 TSecr=346444262"
"1148","7.528344","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35563 Ack=1487 Win=803 Len=0 TSval=1219615105 TSecr=346444278"
"1149","7.535829","194.29.146.149","194.29.146.97","TCP","122","cvsup > 39746 [PSH, ACK] Seq=35563 Ack=1487 Win=803 Len=56 TSval=1219615112 TSecr=346444278"
"1151","7.576557","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35619 Ack=1497 Win=803 Len=0 TSval=1219615153 TSecr=346444286"
"1153","7.577138","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35619 Ack=1533 Win=803 Len=0 TSval=1219615153 TSecr=346444327"
"1155","7.584528","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35619 Ack=1539 Win=803 Len=0 TSval=1219615161 TSecr=346444334"
"1157","7.592451","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35619 Ack=1545 Win=803 Len=0 TSval=1219615169 TSecr=346444342"
"1159","7.602954","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35619 Ack=1551 Win=803 Len=0 TSval=1219615179 TSecr=346444350"
"1161","7.610857","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35619 Ack=1557 Win=803 Len=0 TSval=1219615187 TSecr=346444358"
"1163","7.618033","194.29.146.149","194.29.146.97","TCP","66","cvsup > 39746 [ACK] Seq=35619 Ack=1563 Win=803 Len=0 TSval=1219615194 TSecr=346444366"
